DateTime,CustomerID,ProductCategory,CampaignID,AdPlatform,Impressions,Clicks,Conversions,ConversionValue
23-10-2023 19:00,2669,Laptops,199,Instagram,9,1,0,0
02-02-2023 7:00,8128,Accessories,122,Google,7,1,1,90
09-12-2023 18:00,4862,Smartphones,163,Google,5,1,0,0
12-05-2023 8:00,3685,Laptops,112,Google,2,0,0,0
08-03-2023 1:00,7634,Accessories,129,Facebook,2,0,0,0
14-06-2023 07:00,2931,Home Entertainment,173,Google,8,0,0,0
11-11-2023 19:00,8308,Home Entertainment,119,Instagram,3,1,0,0
09-05-2023 1:00,4939,Smartphones,105,Google,7,1,1,229
12-02-2023 13:00,2126,Accessories,194,Google,6,0,0,0
10-06-2023 3:00,7021,Wearables,118,Twitter,6,1,0,0
29-11-2023 21:00,7437,Laptops,166,Google,3,1,0,0
14-10-2023 09:00,8039,Smartphones,173,Facebook,6,0,0,0
25-08-2023 11:00,6373,Smartphones,109,Google,4,0,0,0
07-01-2023 17:00,2203,Laptops,155,Facebook,1,0,0,0
29-06-2023 01:00,5135,Accessories,120,Google,8,1,0,0
11-02-2023 11:00,9711,Smartphones,155,Instagram,9,1,0,0
14-11-2023 21:00,8904,Laptops,156,Instagram,3,0,0,0
12-02-2023 8:00,3283,Smartphones,101,Facebook,1,1,0,0
24-11-2023 21:00,5558,Laptops,138,Instagram,1,0,0,0
26-09-2023 07:00,6347,Laptops,160,Google,1,0,0,0
25-11-2023 20:00,8867,Laptops,144,Facebook,9,0,0,0
13-10-2023 23:00,6944,Accessories,193,Google,5,0,0,0
26-11-2023 20:00,9674,Smartphones,127,Google,3,0,0,0
22-12-2023 09:00,3477,Smartphones,117,Google,9,1,0,0
06-02-2023 14:00,4093,Accessories,113,Instagram,9,1,1,407
23-07-2023 15:00,9534,Home Entertainment,154,Facebook,6,0,0,0
22-07-2023 11:00,8207,Accessories,158,Facebook,5,1,0,0
21-09-2023 19:00,7227,Wearables,118,Twitter,1,0,0,0
24-12-2023 03:00,4535,Home Entertainment,199,Facebook,6,1,1,486
28-12-2023 20:00,8004,Wearables,140,Facebook,5,1,0,0
28-10-2023 08:00,3913,Home Entertainment,111,Twitter,9,1,1,273
08-08-2023 20:00,3340,Wearables,119,Google,7,0,0,0
27-03-2023 22:00,6289,Wearables,133,Google,3,1,0,0
03-01-2023 16:00,1597,Laptops,135,Facebook,5,0,0,0
30-11-2023 14:00,9836,Laptops,120,Facebook,6,1,0,0
18-04-2023 00:00,8145,Home Entertainment,155,Google,2,0,0,0
16-08-2023 15:00,3902,Smartphones,182,Google,7,0,0,0
26-03-2023 11:00,7645,Home Entertainment,140,Google,9,1,0,0
23-04-2023 07:00,9955,Laptops,140,Instagram,9,0,0,0
08-08-2023 2:00,8694,Smartphones,142,Instagram,5,1,1,449
23-08-2023 02:00,5830,Wearables,198,Google,8,0,0,0
08-10-2023 16:00,8546,Laptops,171,Facebook,9,0,0,0
17-01-2023 07:00,8368,Wearables,185,Facebook,6,1,0,0
03-09-2023 12:00,3160,Smartphones,137,Google,4,0,0,0
29-05-2023 09:00,6878,Home Entertainment,117,Instagram,4,0,0,0
15-09-2023 16:00,8663,Accessories,107,Facebook,3,1,0,0
10-05-2023 3:00,4749,Smartphones,165,Google,9,1,0,0
19-09-2023 14:00,3922,Smartphones,119,Google,6,0,0,0
16-12-2023 16:00,7486,Accessories,168,Twitter,8,1,0,0
10-05-2023 8:00,9112,Home Entertainment,156,Google,2,0,0,0
28-10-2023 15:00,9771,Laptops,193,Google,4,1,0,0
13-04-2023 06:00,4804,Laptops,117,Google,2,0,0,0
24-04-2023 19:00,5878,Home Entertainment,159,Google,3,1,0,0
06-12-2023 18:00,3368,Home Entertainment,186,Google,2,0,0,0
30-07-2023 16:00,9093,Wearables,101,Instagram,9,1,0,0
04-12-2023 22:00,4932,Accessories,141,Facebook,9,1,0,0
10-06-2023 0:00,6608,Smartphones,163,Facebook,6,1,1,475
12-02-2023 20:00,7635,Laptops,143,Google,7,1,0,0
04-11-2023 17:00,7395,Home Entertainment,150,Google,5,0,0,0
21-01-2023 22:00,7101,Laptops,195,Twitter,1,0,0,0
15-10-2023 22:00,6531,Laptops,164,Google,4,0,0,0
17-10-2023 02:00,5970,Laptops,164,Twitter,4,0,0,0
07-07-2023 0:00,7344,Laptops,153,Facebook,8,0,0,0
09-01-2023 14:00,9408,Wearables,194,Facebook,5,0,0,0
02-08-2023 22:00,1375,Smartphones,138,Google,3,1,0,0
07-09-2023 1:00,8887,Accessories,107,Facebook,1,1,1,249
18-11-2023 17:00,2609,Accessories,166,Instagram,1,0,0,0
21-10-2023 03:00,3939,Wearables,175,Google,5,1,0,0
03-03-2023 20:00,5062,Laptops,197,Google,8,0,0,0
24-11-2023 10:00,2613,Smartphones,148,Instagram,9,1,0,0
05-02-2023 23:00,7578,Accessories,188,Facebook,2,0,0,0
27-04-2023 06:00,8851,Accessories,135,Facebook,5,0,0,0
05-11-2023 16:00,4679,Smartphones,106,Facebook,4,0,0,0
02-08-2023 4:00,8540,Smartphones,114,Facebook,3,0,0,0
08-09-2023 19:00,8074,Smartphones,184,Google,8,0,0,0
15-03-2023 05:00,4996,Smartphones,124,Google,2,0,0,0
12-11-2023 14:00,5786,Wearables,156,Instagram,2,1,0,0
23-09-2023 14:00,6695,Laptops,137,Facebook,5,0,0,0
15-10-2023 04:00,7998,Laptops,136,Instagram,1,0,0,0
11-03-2023 22:00,3366,Smartphones,115,Twitter,7,1,0,0
16-05-2023 02:00,7764,Home Entertainment,100,Google,9,0,0,0
13-07-2023 04:00,9976,Wearables,146,Instagram,2,1,0,0
14-02-2023 03:00,2614,Laptops,151,Twitter,1,0,0,0
05-10-2023 20:00,5555,Smartphones,136,Instagram,9,1,0,0
12-05-2023 13:00,3416,Accessories,144,Google,2,0,0,0
04-09-2023 11:00,8288,Laptops,113,Instagram,9,1,0,0
23-04-2023 05:00,7862,Accessories,156,Instagram,8,0,0,0
01-06-2023 3:00,4653,Accessories,133,Facebook,7,0,0,0
16-08-2023 02:00,7639,Smartphones,165,Facebook,1,1,1,115
11-03-2023 7:00,1496,Laptops,130,Instagram,4,1,0,0
22-08-2023 00:00,1504,Smartphones,182,Google,7,1,0,0
05-11-2023 0:00,8699,Home Entertainment,182,Twitter,6,0,0,0
24-02-2023 10:00,6733,Wearables,143,Twitter,1,0,0,0
10-10-2023 8:00,9055,Home Entertainment,122,Google,7,1,1,190
02-09-2023 8:00,4216,Smartphones,193,Instagram,2,1,0,0
10-11-2023 14:00,6688,Laptops,180,Facebook,8,0,0,0
21-08-2023 07:00,5364,Accessories,165,Google,2,1,0,0
19-08-2023 10:00,7042,Smartphones,110,Twitter,4,0,0,0
03-07-2023 21:00,2477,Wearables,148,Google,6,0,0,0
06-06-2023 4:00,5960,Accessories,177,Google,8,0,0,0
28-01-2023 15:00,3397,Home Entertainment,157,Instagram,3,0,0,0
25-03-2023 06:00,9301,Smartphones,128,Google,6,0,0,0
30-11-2023 02:00,9841,Accessories,182,Facebook,6,1,0,0
04-03-2023 7:00,7194,Home Entertainment,191,Twitter,1,0,0,0
18-05-2023 16:00,8570,Accessories,150,Facebook,6,1,1,224
06-06-2023 19:00,8730,Laptops,100,Google,1,1,0,0
07-08-2023 0:00,2499,Smartphones,104,Google,9,0,0,0
19-03-2023 05:00,8235,Home Entertainment,133,Twitter,4,0,0,0
02-10-2023 9:00,1595,Smartphones,177,Facebook,5,1,1,255
23-02-2023 19:00,1978,Home Entertainment,118,Facebook,1,0,0,0
30-05-2023 05:00,1730,Laptops,187,Google,1,1,0,0
11-11-2023 18:00,1056,Wearables,139,Twitter,9,1,0,0
31-10-2023 08:00,3243,Accessories,180,Facebook,6,1,0,0
10-03-2023 4:00,6879,Home Entertainment,165,Facebook,6,1,0,0
04-06-2023 0:00,2701,Laptops,194,Facebook,5,1,1,340
30-01-2023 02:00,8229,Wearables,180,Instagram,6,0,0,0
17-07-2023 09:00,2286,Smartphones,163,Google,8,1,1,340
05-02-2023 14:00,9303,Laptops,171,Twitter,7,0,0,0
07-12-2023 4:00,1947,Wearables,116,Google,7,1,1,294
01-09-2023 23:00,5121,Smartphones,137,Google,9,1,0,0
05-11-2023 0:00,7553,Accessories,189,Google,9,1,0,0
30-09-2023 00:00,1757,Laptops,142,Google,9,1,1,153
07-08-2023 17:00,6651,Laptops,139,Facebook,1,1,0,0
04-08-2023 12:00,8273,Accessories,144,Google,6,1,0,0
13-03-2023 03:00,4535,Smartphones,139,Google,5,1,0,0
30-08-2023 07:00,3293,Smartphones,170,Twitter,8,1,0,0
19-08-2023 15:00,2104,Smartphones,187,Twitter,8,1,1,214
25-07-2023 11:00,9853,Laptops,193,Google,8,0,0,0
27-05-2023 06:00,1908,Smartphones,189,Google,5,1,1,236
09-01-2023 10:00,7539,Accessories,129,Google,1,1,0,0
25-06-2023 18:00,5617,Accessories,134,Instagram,4,1,1,349
02-07-2023 21:00,8069,Laptops,165,Google,7,1,0,0
07-04-2023 23:00,3311,Accessories,143,Facebook,2,1,0,0
30-11-2023 12:00,1789,Accessories,103,Google,7,1,0,0
03-05-2023 3:00,1171,Smartphones,163,Instagram,5,1,0,0
21-11-2023 01:00,8989,Wearables,104,Facebook,6,1,0,0
09-01-2023 5:00,2885,Smartphones,147,Google,6,1,0,0
24-10-2023 21:00,9667,Laptops,165,Google,5,1,1,114
22-03-2023 10:00,2049,Smartphones,194,Instagram,7,1,0,0
19-09-2023 23:00,5129,Accessories,126,Google,4,1,1,159
28-06-2023 10:00,2161,Laptops,123,Google,1,1,0,0
15-04-2023 15:00,1815,Smartphones,155,Google,9,0,0,0
28-01-2023 11:00,4766,Smartphones,144,Facebook,7,1,0,0
28-04-2023 03:00,9945,Smartphones,167,Facebook,9,1,0,0
23-10-2023 18:00,5661,Accessories,127,Google,9,1,0,0
30-09-2023 18:00,9653,Accessories,104,Facebook,7,0,0,0
24-03-2023 18:00,4239,Smartphones,190,Facebook,2,0,0,0
14-12-2023 10:00,9272,Smartphones,146,Facebook,2,1,0,0
02-05-2023 7:00,3804,Accessories,104,Instagram,4,1,0,0
14-03-2023 06:00,9031,Home Entertainment,104,Google,9,1,0,0
18-03-2023 19:00,1869,Accessories,147,Facebook,7,0,0,0
28-12-2023 16:00,6526,Accessories,172,Google,9,1,0,0
05-05-2023 0:00,8741,Accessories,146,Facebook,4,1,1,178
23-03-2023 15:00,5694,Smartphones,161,Facebook,9,0,0,0
28-08-2023 23:00,9998,Home Entertainment,126,Facebook,7,0,0,0
06-10-2023 22:00,2934,Smartphones,103,Facebook,8,1,0,0
10-04-2023 9:00,6172,Wearables,148,Google,1,0,0,0
17-07-2023 08:00,1703,Home Entertainment,187,Facebook,9,1,0,0
17-03-2023 02:00,3523,Laptops,190,Google,8,0,0,0
06-12-2023 19:00,3639,Smartphones,164,Google,1,0,0,0
05-12-2023 8:00,7159,Accessories,195,Instagram,8,1,1,283
03-10-2023 16:00,4909,Wearables,179,Google,5,0,0,0
19-08-2023 14:00,2164,Home Entertainment,186,Facebook,3,1,0,0
19-06-2023 05:00,1619,Accessories,191,Google,8,1,0,0
11-01-2023 22:00,8982,Laptops,160,Google,3,1,1,391
19-09-2023 23:00,4066,Laptops,119,Facebook,8,0,0,0
27-03-2023 09:00,5872,Wearables,180,Google,5,1,0,0
14-08-2023 23:00,9638,Wearables,199,Twitter,8,0,0,0
09-07-2023 12:00,3337,Smartphones,107,Instagram,3,1,0,0
10-05-2023 12:00,9400,Accessories,181,Twitter,6,0,0,0
26-10-2023 06:00,6594,Home Entertainment,112,Twitter,6,0,0,0
05-11-2023 8:00,3460,Wearables,172,Instagram,4,0,0,0
13-05-2023 02:00,7820,Smartphones,136,Instagram,5,1,0,0
04-04-2023 23:00,6546,Smartphones,193,Facebook,7,1,1,430
18-02-2023 02:00,4442,Laptops,142,Google,1,0,0,0
07-07-2023 11:00,3711,Accessories,191,Instagram,8,1,1,384
20-09-2023 07:00,2291,Accessories,155,Google,3,0,0,0
16-09-2023 05:00,6374,Smartphones,149,Facebook,7,1,0,0
10-03-2023 16:00,3655,Accessories,181,Instagram,9,1,0,0
19-08-2023 19:00,7513,Wearables,119,Facebook,2,1,0,0
24-06-2023 23:00,8394,Smartphones,147,Facebook,7,1,0,0
18-12-2023 21:00,1704,Smartphones,199,Google,1,0,0,0
17-04-2023 13:00,1825,Wearables,118,Instagram,5,0,0,0
22-08-2023 00:00,1376,Accessories,168,Twitter,7,1,0,0
05-01-2023 2:00,1972,Wearables,197,Facebook,5,0,0,0
02-04-2023 16:00,5213,Accessories,116,Google,5,1,0,0
04-05-2023 9:00,1443,Laptops,127,Facebook,6,0,0,0
27-07-2023 05:00,8519,Home Entertainment,135,Google,6,1,0,0
04-07-2023 17:00,1754,Wearables,137,Facebook,2,0,0,0
30-04-2023 13:00,5735,Laptops,193,Google,9,1,1,387
09-02-2023 20:00,6396,Home Entertainment,181,Facebook,3,0,0,0
15-12-2023 00:00,4465,Home Entertainment,169,Instagram,1,0,0,0
26-08-2023 11:00,3711,Laptops,125,Instagram,1,1,0,0
17-10-2023 08:00,3407,Wearables,178,Twitter,9,0,0,0
07-07-2023 5:00,9814,Smartphones,100,Google,6,0,0,0
24-07-2023 15:00,6588,Smartphones,180,Twitter,7,1,0,0
16-06-2023 03:00,7104,Smartphones,194,Instagram,2,0,0,0
08-09-2023 15:00,6747,Laptops,101,Instagram,1,0,0,0
20-02-2023 18:00,2723,Accessories,135,Facebook,2,0,0,0
07-07-2023 8:00,8224,Accessories,155,Facebook,3,1,1,158
17-07-2023 07:00,2919,Home Entertainment,134,Google,3,0,0,0
09-07-2023 19:00,1918,Smartphones,126,Twitter,8,1,0,0
02-12-2023 10:00,5215,Accessories,166,Google,4,1,1,448
24-05-2023 14:00,1581,Accessories,155,Google,1,0,0,0
13-02-2023 13:00,4881,Laptops,145,Google,2,0,0,0
15-10-2023 05:00,4909,Accessories,119,Instagram,9,1,0,0
12-03-2023 13:00,2999,Laptops,107,Instagram,2,0,0,0
24-05-2023 04:00,1400,Accessories,192,Google,9,1,1,74
03-09-2023 15:00,4648,Home Entertainment,171,Google,5,0,0,0
20-05-2023 18:00,6445,Wearables,190,Google,4,1,0,0
10-01-2023 9:00,3628,Accessories,125,Instagram,4,0,0,0
23-07-2023 21:00,2656,Smartphones,173,Google,3,1,0,0
20-10-2023 14:00,1620,Home Entertainment,161,Google,2,1,0,0
22-08-2023 08:00,1246,Accessories,193,Google,8,1,0,0
30-11-2023 04:00,6212,Wearables,132,Twitter,6,1,1,293
17-11-2023 03:00,4339,Smartphones,160,Google,9,0,0,0
13-07-2023 10:00,7758,Wearables,199,Twitter,2,1,0,0
16-11-2023 23:00,8086,Accessories,119,Facebook,1,1,1,90
09-12-2023 0:00,4010,Accessories,167,Google,8,1,0,0
02-11-2023 19:00,5719,Smartphones,186,Facebook,8,0,0,0
02-04-2023 21:00,3368,Accessories,128,Facebook,5,0,0,0
14-02-2023 13:00,2839,Smartphones,145,Google,2,0,0,0
24-05-2023 12:00,3903,Smartphones,195,Instagram,5,1,0,0
14-02-2023 04:00,7205,Laptops,136,Facebook,8,1,0,0
07-04-2023 23:00,5395,Smartphones,189,Twitter,4,0,0,0
23-05-2023 12:00,6767,Smartphones,152,Facebook,2,1,0,0
13-01-2023 13:00,4691,Accessories,104,Instagram,3,0,0,0
26-01-2023 06:00,8470,Wearables,187,Instagram,3,1,0,0
13-05-2023 02:00,4841,Smartphones,165,Facebook,9,1,0,0
30-01-2023 03:00,5348,Wearables,114,Instagram,3,0,0,0
01-08-2023 0:00,7621,Laptops,145,Google,1,0,0,0
08-01-2023 22:00,2392,Home Entertainment,156,Google,7,1,0,0
10-02-2023 20:00,7060,Smartphones,107,Facebook,1,1,0,0
04-05-2023 23:00,5255,Smartphones,136,Instagram,6,1,0,0
12-09-2023 6:00,5300,Wearables,156,Facebook,4,0,0,0
19-02-2023 08:00,4338,Laptops,113,Facebook,7,1,1,320
19-05-2023 15:00,6487,Laptops,104,Google,7,1,0,0
22-05-2023 10:00,4514,Laptops,172,Google,7,0,0,0
13-12-2023 15:00,1759,Wearables,185,Facebook,6,0,0,0
17-03-2023 16:00,9621,Smartphones,142,Google,7,0,0,0
01-09-2023 22:00,7793,Accessories,148,Facebook,8,1,1,71
07-10-2023 13:00,3459,Laptops,143,Google,3,0,0,0
24-01-2023 17:00,6273,Laptops,155,Google,5,0,0,0
15-08-2023 18:00,2718,Laptops,147,Google,9,1,1,338
20-03-2023 23:00,6423,Home Entertainment,129,Google,8,1,1,65
24-04-2023 21:00,2308,Smartphones,132,Instagram,6,1,0,0
10-06-2023 23:00,2050,Laptops,136,Facebook,9,1,0,0
07-11-2023 15:00,6479,Laptops,149,Google,5,0,0,0
17-06-2023 06:00,3249,Accessories,106,Instagram,2,1,0,0
12-03-2023 6:00,3809,Laptops,166,Google,9,0,0,0
06-05-2023 9:00,3921,Accessories,142,Facebook,5,1,0,0
22-11-2023 06:00,5676,Laptops,139,Facebook,8,1,0,0
07-01-2023 10:00,5041,Accessories,131,Twitter,8,0,0,0
28-02-2023 17:00,3417,Laptops,199,Google,4,1,1,124
02-02-2023 16:00,1532,Smartphones,154,Google,4,0,0,0
04-12-2023 8:00,9167,Wearables,182,Google,1,1,0,0
12-11-2023 0:00,2469,Wearables,194,Facebook,5,0,0,0
02-11-2023 23:00,8292,Accessories,193,Google,9,1,1,389
28-10-2023 06:00,9961,Laptops,188,Google,5,0,0,0
22-08-2023 04:00,8142,Smartphones,176,Facebook,5,1,0,0
30-08-2023 17:00,7000,Wearables,175,Google,6,0,0,0
27-04-2023 22:00,8081,Smartphones,108,Twitter,6,0,0,0
23-01-2023 09:00,5649,Laptops,108,Facebook,8,1,0,0
07-09-2023 10:00,7931,Wearables,163,Facebook,1,0,0,0
18-03-2023 17:00,4424,Accessories,144,Google,5,0,0,0
30-12-2023 04:00,2091,Laptops,190,Google,9,0,0,0
18-10-2023 11:00,8849,Wearables,160,Facebook,3,0,0,0
23-08-2023 09:00,5654,Home Entertainment,194,Facebook,7,1,0,0
03-05-2023 22:00,1260,Smartphones,169,Google,7,0,0,0
30-11-2023 00:00,6936,Smartphones,192,Instagram,3,0,0,0
19-07-2023 04:00,5370,Laptops,193,Instagram,7,1,0,0
09-04-2023 16:00,5301,Smartphones,137,Facebook,3,0,0,0
05-10-2023 7:00,8207,Accessories,174,Google,6,1,1,186
07-12-2023 13:00,6819,Laptops,145,Facebook,8,1,0,0
07-07-2023 7:00,1092,Laptops,169,Google,8,1,0,0
08-09-2023 2:00,6161,Laptops,163,Google,6,1,0,0
03-10-2023 14:00,8632,Smartphones,194,Google,2,0,0,0
04-09-2023 15:00,7208,Smartphones,134,Google,1,0,0,0
05-02-2023 13:00,9556,Laptops,111,Google,3,0,0,0
22-06-2023 18:00,5916,Accessories,147,Google,3,1,0,0
07-06-2023 1:00,4718,Laptops,162,Instagram,7,0,0,0
24-01-2023 22:00,7125,Laptops,144,Google,4,1,1,448
17-02-2023 20:00,2924,Laptops,105,Google,2,1,0,0
20-09-2023 05:00,4095,Home Entertainment,144,Facebook,2,1,0,0
27-09-2023 01:00,7683,Smartphones,189,Facebook,7,1,0,0
09-11-2023 21:00,6181,Smartphones,131,Google,8,0,0,0
19-07-2023 01:00,3538,Smartphones,167,Twitter,5,1,0,0
10-06-2023 14:00,3276,Home Entertainment,102,Google,2,1,0,0
14-04-2023 19:00,9194,Laptops,101,Twitter,3,1,0,0
11-05-2023 4:00,1910,Accessories,119,Google,1,1,1,94
26-08-2023 03:00,1306,Smartphones,182,Google,4,1,0,0
08-05-2023 3:00,7575,Smartphones,138,Twitter,7,0,0,0
01-01-2023 4:00,5231,Laptops,111,Facebook,9,1,1,289
06-08-2023 14:00,7028,Accessories,160,Instagram,3,1,0,0
10-08-2023 11:00,7658,Accessories,135,Instagram,4,1,1,467
22-07-2023 21:00,7336,Wearables,191,Google,6,1,0,0
06-02-2023 12:00,1872,Wearables,108,Instagram,1,1,0,0
20-10-2023 19:00,2141,Smartphones,143,Google,5,0,0,0
22-06-2023 14:00,1665,Smartphones,174,Facebook,5,1,0,0
18-10-2023 06:00,9400,Wearables,152,Google,9,0,0,0
22-10-2023 23:00,1951,Laptops,129,Google,9,0,0,0
29-11-2023 19:00,5722,Home Entertainment,165,Instagram,1,0,0,0
11-10-2023 7:00,5008,Home Entertainment,137,Facebook,3,1,1,236
06-07-2023 1:00,7655,Smartphones,137,Facebook,4,1,0,0
27-01-2023 11:00,7190,Accessories,132,Google,1,1,0,0
12-03-2023 13:00,1771,Smartphones,170,Google,9,1,0,0
18-07-2023 00:00,5030,Laptops,184,Instagram,2,1,0,0
13-12-2023 07:00,8859,Wearables,154,Twitter,5,1,0,0
04-02-2023 14:00,1521,Laptops,175,Instagram,3,0,0,0
04-08-2023 17:00,4355,Smartphones,184,Google,4,1,0,0
13-12-2023 04:00,2400,Smartphones,122,Google,4,0,0,0
05-09-2023 21:00,4723,Smartphones,169,Facebook,2,1,0,0
29-04-2023 06:00,7579,Laptops,113,Facebook,2,1,1,198
17-02-2023 22:00,4247,Accessories,195,Facebook,8,1,0,0
12-11-2023 0:00,2858,Accessories,148,Instagram,2,1,0,0
22-03-2023 11:00,5781,Accessories,144,Google,7,1,0,0
11-03-2023 8:00,5064,Laptops,176,Google,1,0,0,0
15-02-2023 01:00,3398,Smartphones,126,Twitter,1,0,0,0
22-01-2023 08:00,1142,Smartphones,174,Instagram,3,1,1,485
22-11-2023 05:00,6062,Home Entertainment,195,Instagram,3,0,0,0
07-08-2023 5:00,4469,Smartphones,166,Google,9,1,0,0
24-01-2023 07:00,4695,Smartphones,148,Facebook,2,1,0,0
03-06-2023 0:00,1717,Smartphones,101,Instagram,4,0,0,0
05-11-2023 12:00,1642,Laptops,193,Facebook,3,0,0,0
20-05-2023 07:00,3548,Wearables,159,Instagram,7,0,0,0
19-06-2023 14:00,9561,Laptops,165,Facebook,6,1,0,0
25-01-2023 04:00,4650,Accessories,158,Twitter,9,0,0,0
19-10-2023 20:00,8549,Home Entertainment,192,Facebook,8,1,0,0
05-12-2023 18:00,9978,Wearables,159,Google,2,1,0,0
12-05-2023 3:00,1949,Smartphones,121,Google,3,0,0,0
27-06-2023 01:00,6444,Laptops,188,Twitter,1,0,0,0
11-03-2023 23:00,1521,Wearables,145,Facebook,8,1,0,0
27-05-2023 02:00,7632,Home Entertainment,152,Google,2,0,0,0
30-10-2023 05:00,7048,Accessories,118,Google,4,0,0,0
25-04-2023 08:00,1354,Smartphones,148,Google,2,1,1,241
05-08-2023 4:00,2482,Smartphones,179,Google,2,1,1,364
31-03-2023 05:00,7994,Laptops,116,Twitter,3,1,0,0
03-10-2023 17:00,3215,Smartphones,126,Google,5,0,0,0
14-04-2023 07:00,5716,Smartphones,118,Google,8,0,0,0
28-09-2023 04:00,9619,Accessories,129,Facebook,2,1,1,464
06-11-2023 5:00,6821,Laptops,177,Facebook,5,0,0,0
05-07-2023 12:00,3537,Smartphones,145,Twitter,4,0,0,0
03-09-2023 1:00,7339,Smartphones,163,Instagram,3,1,0,0
05-10-2023 17:00,9736,Smartphones,131,Google,6,1,1,55
29-04-2023 17:00,5919,Smartphones,152,Twitter,9,0,0,0
04-11-2023 22:00,8075,Wearables,122,Instagram,8,0,0,0
15-10-2023 17:00,4765,Wearables,135,Google,2,0,0,0
14-04-2023 17:00,9850,Laptops,109,Google,1,1,0,0
12-07-2023 3:00,8082,Accessories,158,Twitter,8,0,0,0
29-04-2023 07:00,3827,Laptops,128,Google,5,1,0,0
22-12-2023 07:00,3058,Wearables,110,Google,2,0,0,0
02-09-2023 22:00,8749,Smartphones,137,Google,1,0,0,0
20-09-2023 15:00,1730,Smartphones,178,Facebook,8,1,1,306
05-02-2023 11:00,2832,Smartphones,131,Facebook,8,0,0,0
12-03-2023 7:00,9600,Smartphones,190,Google,6,0,0,0
12-10-2023 17:00,7505,Smartphones,151,Google,5,0,0,0
12-04-2023 3:00,8170,Wearables,100,Google,5,0,0,0
16-06-2023 16:00,5179,Smartphones,113,Facebook,6,1,0,0
30-07-2023 12:00,7299,Laptops,102,Google,5,0,0,0
25-04-2023 02:00,8830,Wearables,129,Google,2,1,0,0
27-08-2023 20:00,5802,Accessories,130,Google,7,1,0,0
13-08-2023 11:00,7057,Smartphones,100,Facebook,4,0,0,0
30-11-2023 10:00,7615,Smartphones,145,Facebook,7,0,0,0
19-08-2023 16:00,7762,Home Entertainment,113,Twitter,1,0,0,0
13-06-2023 01:00,6543,Accessories,135,Google,6,1,0,0
14-02-2023 10:00,9325,Accessories,145,Twitter,2,0,0,0
18-11-2023 19:00,5883,Laptops,154,Google,3,0,0,0
02-07-2023 12:00,8050,Smartphones,135,Instagram,3,1,0,0
